year,department,value,activity
2011,Norte de Santander,298.03,Actividades financieras y de seguros
2011,Putumayo,48.6,Actividades financieras y de seguros
2011,Quindío,141.99,Actividades financieras y de seguros
2011,Risaralda,339.01,Actividades financieras y de seguros
2011,"San Andrés, Providencia y Santa Catalina (Archipiélago)",23.67,Actividades financieras y de seguros
2011,Santander,904.81,Actividades financieras y de seguros
2011,Sucre,120.11,Actividades financieras y de seguros
2011,Tolima,356.6,Actividades financieras y de seguros
2011,Valle del Cauca,2150.91,Actividades financieras y de seguros
2011,Vaupés,2.33,Actividades financieras y de seguros
2011,Vichada,8.44,Actividades financieras y de seguros
2011,Amazonas,15.56,Actividades inmobiliarias
2011,Antioquia,8763.81,Actividades inmobiliarias
2011,Arauca,129.01,Actividades inmobiliarias
2011,Atlántico,2206.76,Actividades inmobiliarias
2011,Bogotá D.C.,24428.84,Actividades inmobiliarias
2011,Bolívar,1662.28,Actividades inmobiliarias
2011,Boyacá,1044.1,Actividades inmobiliarias
2011,Caldas,756.75,Actividades inmobiliarias
2011,Caquetá,214.42,Actividades inmobiliarias
2011,Casanare,298.12,Actividades inmobiliarias
2011,Cauca,590.24,Actividades inmobiliarias
2011,Cesar,656.65,Actividades inmobiliarias
2011,Chocó,61.84,Actividades inmobiliarias
2011,Córdoba,421.22,Actividades inmobiliarias
2011,Cundinamarca,1739.41,Actividades inmobiliarias
2011,Guainía,8.52,Actividades inmobiliarias
2011,Guaviare,24.64,Actividades inmobiliarias
2011,Huila,637.44,Actividades inmobiliarias
2011,La Guajira,320.76,Actividades inmobiliarias
2011,Magdalena,595.01,Actividades inmobiliarias
2011,Meta,734.94,Actividades inmobiliarias
2011,Nariño,898.04,Actividades inmobiliarias
2011,Norte de Santander,972.55,Actividades inmobiliarias
2011,Putumayo,125.21,Actividades inmobiliarias
2011,Quindío,602.97,Actividades inmobiliarias
2011,Risaralda,754.66,Actividades inmobiliarias
2011,"San Andrés, Providencia y Santa Catalina (Archipiélago)",46.15,Actividades inmobiliarias
2011,Santander,3365.47,Actividades inmobiliarias
2011,Sucre,341.51,Actividades inmobiliarias
2011,Tolima,869.17,Actividades inmobiliarias
2011,Valle del Cauca,8619.32,Actividades inmobiliarias
2011,Vaupés,8.62,Actividades inmobiliarias
2011,Vichada,21.9,Actividades inmobiliarias
2011,Amazonas,2.35,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Antioquia,8725.82,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Arauca,16.67,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Atlántico,2299.98,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Bogotá D.C.,15958.64,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Bolívar,1927.43,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Boyacá,856.28,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Caldas,869.93,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Caquetá,84.57,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Casanare,123.82,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Cauca,908.16,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Cesar,516.42,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Chocó,3.53,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Córdoba,908.69,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Cundinamarca,2617.01,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Guainía,1.0,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Guaviare,2.35,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Huila,457.3,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,La Guajira,19.12,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Magdalena,336.57,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Meta,585.28,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Nariño,355.91,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Norte de Santander,434.13,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Putumayo,41.45,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Quindío,275.9,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Risaralda,946.83,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,"San Andrés, Providencia y Santa Catalina (Archipiélago)",37.74,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Santander,2129.59,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Sucre,144.82,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Tolima,764.13,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Valle del Cauca,6420.43,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Vaupés,1.18,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Vichada,3.53,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2011,Amazonas,151.12,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Antioquia,9875.45,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Arauca,484.54,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Atlántico,4169.04,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Bogotá D.C.,24093.07,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Bolívar,3788.54,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Boyacá,2230.68,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Caldas,1585.33,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Caquetá,744.49,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Casanare,683.16,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Cauca,2182.8,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Cesar,1782.54,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Chocó,880.74,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Córdoba,2729.13,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Cundinamarca,4119.0,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Guainía,97.84,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Guaviare,191.44,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Huila,1813.54,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,La Guajira,1252.98,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Magdalena,2247.05,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Meta,1673.15,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Nariño,2515.8,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Norte de Santander,2233.98,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Putumayo,623.85,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Quindío,842.11,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,Risaralda,1584.18,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2011,"San Andrés, Providencia y Santa Catalina (Archipiélago)",149.22,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
